vehicle_type,vehicle_manoeuvre,junction_location,skidding_and_overturning,hit_object_in_carriageway,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_of_vehicle,driver_home_area_type,casualty_class,sex_of_casualty,age_of_casualty,casualty_severity
Motorcycle ,Going ahead other,Cleared junction or waiting,Skidded,Other object,Other,Male,69,4,Urban area,Driver or rider,Male,69,Died
Car,Turning right,Leaving main road,Skidded,Other object,Other,Male,23,4,Urban area,Driver or rider,Male,19,survived
Pedal cycle,Going ahead other,Approaching junction or waiting,Skidded,Other object,from work,Male,52,7,Urban area,Driver or rider,Male,52,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,38,10,unknown,Driver or rider,Male,20,survived
Car,Parked,Leaving main road,Skidded,Other object,Other,Male,55,1,Urban area,Passenger,Male,25,survived
Car,Turning left,Mid Junction ,Skidded,Other object,Other,Male,50,7,unknown,Driver or rider,Male,50,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,29,12,Urban area,Driver or rider,Male,29,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Female,64,9,Rural,Driver or rider,Female,64,survived
Car,Turning left,Approaching junction or waiting,Skidded,Other object,Other,Male,25,22,Urban area,Driver or rider,Male,25,survived
Goods ,Waiting to go ,Leaving main road,Skidded,Other object,Journey as part of work,Male,49,2,Urban area,Driver or rider,Male,51,Died
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,32,4,Urban area,Passenger,Female,6,survived
Van ,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,45,6,Urban area,Driver or rider,Male,45,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,44,10,Urban area,Driver or rider,Female,44,survived
Motorcycle ,Going ahead other,Leaving main road,Skidded,Other object,from work,Male,52,13,Rural,Driver or rider,Male,52,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Male,50,5,Urban area,Driver or rider,Male,23,Died
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,53,7,Rural,Driver or rider,Male,53,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,55,2,Urban area,Driver or rider,Male,55,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,52,7,Urban area,Passenger,Female,54,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Female,29,10,Urban area,Driver or rider,Female,29,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,from work,Male,33,2,Rural,Driver or rider,Male,33,survived
Car,Parked,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Female,21,7,Rural,Driver or rider,Female,21,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,68,6,Small town,Driver or rider,Male,17,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,23,10,Urban area,Driver or rider,Male,40,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Female,35,4,Urban area,Driver or rider,Male,40,survived
Motorcycle ,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,20,5,Urban area,Driver or rider,Male,20,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,17,9,Rural,Passenger,Female,9,survived
Ridden horse,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,56,7,Small town,Driver or rider,Female,56,Died
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,38,2,unknown,Driver or rider,Male,27,Died
Car,Reversing,Leaving main road,Skidded ,Other object,from work,Female,21,9,Urban area,Driver or rider,Female,21,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,57,8,Urban area,Driver or rider,Male,69,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,38,3,Urban area,Driver or rider,Male,63,survived
Car,Turning left,Mid Junction ,Skidded,Other object,Other,Male,25,4,Urban area,Passenger,Female,23,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,67,8,Rural,Driver or rider,Male,67,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,24,7,Urban area,Driver or rider,Female,38,survived
Car,Moving off,Approaching junction or waiting,Skidded,Other object,Other,Male,17,12,Small town,Driver or rider,Female,47,survived
Van ,Reversing,Cleared junction or waiting,Skidded,Other object,Other,Male,69,10,Small town,Driver or rider,Male,69,survived
Car,Waiting to go ,Cleared junction or waiting,Skidded,Other object,from work,Male,22,3,Urban area,Driver or rider,Male,22,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Female,75,12,Urban area,Pedestrian,Male,72,survived
Van ,Reversing,Leaving main road,Skidded,Other object,Journey as part of work,Male,28,1,Urban area,Pedestrian,Male,75,Died
Car,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,38,1,unknown,Passenger,Male,22,survived
Motorcycle ,Slowing or stopping,Mid Junction ,Skidded,Other object,Other,Male,20,7,unknown,Driver or rider,Male,20,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Female,50,7,Rural,Driver or rider,Female,50,survived
Car,Parked,Approaching junction or waiting,Skidded,Other object,Other,Male,38,6,Urban area,Driver or rider,Male,13,Died
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,38,7,Urban area,Driver or rider,Male,32,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,67,1,Urban area,Driver or rider,Female,68,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Male,21,9,Urban area,Driver or rider,Female,43,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Male,38,7,unknown,Pedestrian,Female,27,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,18,13,Rural,Driver or rider,Male,18,survived
Car,Turning right,Approaching junction or waiting,Skidded,Other object,Other,Male,77,8,Urban area,Driver or rider,Female,56,survived
Car,Going ahead other,Cleared junction or waiting,Skidded,Other object,Other,Female,41,11,Urban area,Passenger,Female,8,survived
Bus,Waiting to go ,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Male,38,4,Urban area,Passenger,Male,43,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Male,50,8,Urban area,Passenger,Female,52,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Female,52,7,Urban area,Passenger,Female,16,survived
Car,Going ahead other,Leaving main road,Overturned,Other object,Other,Male,30,7,unknown,Driver or rider,Male,30,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Male,36,2,Small town,Passenger,Female,53,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,17,10,Urban area,Passenger,Female,17,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,87,15,Urban area,Driver or rider,Male,87,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,from work,Female,27,3,Urban area,Driver or rider,Female,27,survived
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Male,31,3,Urban area,Driver or rider,Male,31,survived
Bus,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,47,7,unknown,Passenger,Male,3,survived
Van ,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,21,1,Rural,Driver or rider,Male,24,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,45,19,Urban area,Driver or rider,Female,40,survived
Car,Turning left,Approaching junction or waiting,Skidded,Other object,Other,Male,62,13,Rural,Driver or rider,Male,62,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,38,7,unknown,Passenger,Male,43,survived
Van ,Going ahead other,Leaving main road,Overturned,Other object,Other,Male,24,1,unknown,Driver or rider,Male,24,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,from home,Male,63,15,Urban area,Passenger,Female,37,survived
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Female,59,7,Urban area,Driver or rider,Male,20,Died
Car,Turning right,Leaving main road,Skidded,Other object,Other,Female,26,8,Small town,Driver or rider,Male,40,Died
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Female,55,7,unknown,Pedestrian,Male,6,survived
Car,Reversing,Leaving main road,Skidded,Other object,Journey as part of work,Male,24,11,Urban area,Driver or rider,Male,24,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,19,14,Urban area,Passenger,Female,17,survived
Car,Reversing,Mid Junction ,Skidded,Other object,Other,Female,45,8,Small town,Pedestrian,Male,61,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,56,5,Rural,Driver or rider,Female,56,Died
Agricultural vehicle,Turning right,Leaving main road,Skidded,Other object,Journey as part of work,Female,19,8,Small town,Driver or rider,Female,19,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,36,11,Urban area,Driver or rider,Female,36,survived
Car,Turning right,Approaching junction or waiting,Skidded,Other object,Other,Male,18,8,Rural,Passenger,Female,17,survived
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Male,34,6,Urban area,Driver or rider,Female,20,survived
Car,Moving off,Mid Junction ,Skidded,Other object,Other,Female,39,5,Urban area,Passenger,Female,18,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Female,33,5,Rural,Driver or rider,Female,33,survived
Motorcycle ,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,25,5,Urban area,Driver or rider,Male,25,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Female,18,8,Urban area,Driver or rider,Female,27,survived
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Female,31,14,Urban area,Driver or rider,Male,34,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,24,5,Rural,Driver or rider,Male,24,survived
Motorcycle ,Turning left,Leaving main road,Skidded,Other object,from work,Male,18,7,Urban area,Driver or rider,Male,18,survived
Taxi,Parked,Leaving main road,Skidded,Other object,Journey as part of work,Male,38,7,unknown,Pedestrian,Male,10,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,25,5,Urban area,Driver or rider,Male,76,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Male,26,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,33,3,Urban area,Driver or rider,Male,58,Died
Pedal cycle,Turning left,Leaving main road,Skidded,Other object,Other,Male,59,7,Urban area,Driver or rider,Male,59,Died
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Female,35,10,Urban area,Driver or rider,Female,35,survived
Van ,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,26,7,Urban area,Pedestrian,Male,11,Died
Car,Reversing,Leaving main road,Overturned,Other object,Other,Male,34,11,Rural,Passenger,Female,37,survived
Car,Turning left,Approaching junction or waiting,Skidded,Other object,Other,Female,50,1,Small town,Driver or rider,Male,34,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Female,37,2,Rural,Driver or rider,Female,37,survived
Car,Turning left,Approaching junction or waiting,Skidded,Other object,Other,Female,26,4,Rural,Driver or rider,Male,28,survived
Car,Turning right,Leaving main road,Skidded,Parked vehicle,Other,Male,27,5,Urban area,Pedestrian,Male,71,survived
Car,Turning left,Mid Junction ,Skidded,Other object,Journey as part of work,Male,37,11,Urban area,Driver or rider,Male,17,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Male,40,5,Urban area,Passenger,Male,39,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,23,9,Urban area,Driver or rider,Female,34,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,from work,Male,26,7,Rural,Driver or rider,Male,85,survived
Car,Slowing or stopping,Cleared junction or waiting,Skidded,Other object,from work,Female,40,4,Urban area,Driver or rider,Male,42,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,30,10,Urban area,Driver or rider,Male,28,survived
Pedal cycle,Turning left,Leaving main road,Skidded,Other object,Other,Male,16,7,Urban area,Driver or rider,Male,16,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Male,59,survived
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Female,38,3,unknown,Driver or rider,Male,22,survived
Car,Parked,Leaving main road,Skidded,Other object,Other,Male,38,1,unknown,Passenger,Female,24,Died
Motorcycle ,Going ahead other,Leaving main road,Skidded,Any animal,from work,Male,47,4,Urban area,Driver or rider,Male,47,Died
Car,Going ahead other,Leaving main road,Skidded,Other object,from work,Male,34,5,Urban area,Pedestrian,Male,17,survived
Van ,Turning left,Leaving main road,Skidded,Other object,Other,Male,38,2,unknown,Driver or rider,Female,30,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,53,7,Rural,Driver or rider,Male,19,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,from work,Male,44,1,Urban area,Passenger,Female,46,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,62,13,Rural,Passenger,Female,63,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,26,11,Rural,Driver or rider,Male,26,survived
Pedal cycle,Going ahead other,Leaving main road,Skidded,Other object,from work,Male,41,7,Urban area,Driver or rider,Male,41,survived
Car,Turning right,Leaving main road,Skidded,Other object,from work,Female,49,6,Urban area,Driver or rider,Female,18,Died
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,45,7,Urban area,Driver or rider,Female,19,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,38,8,Urban area,Passenger,Male,10,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Female,68,1,Urban area,Driver or rider,Female,68,survived
Car,Reversing,Cleared junction or waiting,Skidded,Other object,Other,Male,38,7,Urban area,Pedestrian,Male,23,survived
Pedal cycle,U-turn,Approaching junction or waiting,Overturned,Other object,Other,Male,16,7,unknown,Driver or rider,Male,16,survived
Car,Parked,Approaching junction or waiting,Skidded,Other object,Other,Female,45,6,Urban area,Passenger,Male,22,survived
